subject,mean,std,variance,max,min,range,energy
S9,0.004141302208642374,1.0842209338545256e-05,1.1755350334083795e-10,0.004171959541950117,0.004105436784656964,6.652275729315295e-05,0.005488160491779054
S9,0.0041437574456880885,2.24735845498488e-05,5.050620025192026e-10,0.0041962027753923775,0.004086326076242531,0.0001098766991498466,0.005494793865823357
S9,0.004141946351156101,2.737685104776074e-05,7.494919732912783e-10,0.004207219511881657,0.0040735817652638685,0.00013363774661778825,0.005490070101705163
S9,0.004141930152424923,1.0299209483505598e-05,1.0607371598513164e-10,0.004159300789503779,0.004110322417678688,4.897837182509055e-05,0.0054898212676104735
S9,0.004142365530651938,9.139456704132486e-06,8.352966884671224e-11,0.004161480819421386,0.0041176692865681165,4.381153285326969e-05,0.0054909682301446895
S9,0.004142220154122072,8.903745612943497e-06,7.927668594001058e-11,0.004164391909399563,0.00410906209430173,5.532981509783364e-05,0.005490581466208328
S9,0.004142581233109548,8.24817372790084e-06,6.803236984563363e-11,0.004163212735249128,0.004121094789672666,4.211794557646212e-05,0.0054915351376900075
S9,0.004142054258038493,6.334087406740668e-06,4.0120663276230724e-11,0.004161586292898973,0.004120945857249791,4.06404356491823e-05,0.005490129151103388
S9,0.004141780340199011,1.546395184822825e-05,2.391338067643219e-10,0.004174108081482249,0.0040934027874200245,8.070529406222458e-05,0.005489466726485054
S9,0.004142030608699053,2.1834750027315057e-05,4.767563087553349e-10,0.004189357974552055,0.004092577919489251,9.678005506280358e-05,0.005490206182306754
S9,0.004142485921660592,3.179855730813113e-05,1.0111482468785e-09,0.004200896190528725,0.004045354474049597,0.00015554171647912812,0.005491584243008987
S9,0.004143372621830815,1.1706073019465816e-05,1.370321455370655e-10,0.004175527458204705,0.004107249212059222,6.827824614548308e-05,0.005493655588954463
S9,0.004141978988817576,1.384589255161398e-05,1.917087405508395e-10,0.004186787613910652,0.004107746769628956,7.904084428169648e-05,0.005489978128814981
S9,0.004142109711807883,5.3454714910749e-06,2.857406546189451e-11,0.004156549877265926,0.004127944627426525,2.8605249839401027e-05,0.005490272460389965
S9,0.004142441807973775,4.3028559134604035e-06,1.8514569012001166e-11,0.0041532863810739215,0.004127718302149764,2.556807892415726e-05,0.005491149647045775
S9,0.004142238846055382,5.0977352994957054e-06,2.598690518372457e-11,0.00416123774585871,0.004128438470444234,3.279927541447597e-05,0.00549061396629613
S9,0.004142449572044295,5.151794720146019e-06,2.65409888385244e-11,0.0041558463058845585,0.004124528642348276,3.131766353628267e-05,0.005491172799334015
S9,0.004142538480983645,1.531349756515239e-05,2.345032076779282e-10,0.004188593306230276,0.004091490926605145,9.710237962513163e-05,0.005491475062284146
S9,0.004141453617342037,5.405994881109426e-06,2.922478065458131e-11,0.004153282845204111,0.004125550226957991,2.7732618246120028e-05,0.005488533532600349
S9,0.0041425768103602045,1.696356791773189e-05,2.8776263649950267e-10,0.004177990611676793,0.004095221895305729,8.276871637106359e-05,0.005491593725558602
S9,0.004142207240000196,5.516989674482975e-06,3.043717506835176e-11,0.004154049910081707,0.004129704275661492,2.434563442021455e-05,0.005490531602011236
S9,0.004142886387275965,1.8856146927716742e-05,3.5555427695964153e-10,0.004178280994892224,0.004082443117668474,9.58378772237499e-05,0.005492436215089107
S9,0.004142451538121652,1.11652015625201e-05,1.2466172593170129e-10,0.004173214153233237,0.004117810068178979,5.540408505425726e-05,0.005491209410371961
S9,0.004142121284952519,1.505096325538577e-05,2.2653149491497264e-10,0.004184849381744497,0.0040908965851904604,9.395279655403672e-05,0.0054903664866405195
S9,0.004142274423073683,5.301726918644363e-06,2.8108308319878255e-11,0.0041559863779738054,0.00412873243577524,2.7253942198565348e-05,0.005490708961394796
S9,0.004143333836416241,2.8016826251779483e-05,7.849425532224e-10,0.004204479420325981,0.004075502154806778,0.00012897726551920358,0.005493760071214382
S9,0.004140342995797519,2.9408217184519176e-05,8.64843237971849e-10,0.004231078660365175,0.00405475490383451,0.0001763237565306653,0.0054858575891480145
S9,0.004143335204796578,5.106084071376736e-05,2.6072094543967226e-09,0.004325500393404059,0.0039905296771979865,0.0003349707162060723,0.00549434682520355
